purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
3904,2567,209,2024-02-15,10,994.6
19045,9944,1007,2024-05-18,6,96.36
8465,9807,1354,2024-05-26,7,352.24
4005,9622,1928,2024-02-14,8,290.96
10753,3894,1781,2024-01-20,4,244.08
10005,7949,394,2024-04-06,7,568.33
322,7816,1620,2024-04-25,8,429.68
19852,1204,904,2024-01-09,6,492.36
4099,1114,123,2024-02-29,3,274.38
1658,595,845,2024-01-17,4,159.92
10623,8475,603,2024-06-17,2,156.28
15234,1596,1072,2024-03-27,4,286.4
4800,7911,303,2024-02-19,4,146.36
12531,4405,1993,2024-01-02,5,384.55
755,6932,1122,2024-01-31,1,98.02
464,4521,480,2024-05-14,7,177.59
12356,6413,357,2024-03-09,8,90.08
6465,8151,383,2024-04-30,10,874.4
7898,1693,1471,2024-05-13,4,145.12
7916,3317,647,2024-01-19,2,136.88
15897,8828,1520,2024-05-30,5,442.75
3226,5110,414,2024-04-08,1,94.73
15242,3929,1459,2024-01-29,7,675.5
13160,8862,940,2024-02-17,4,244.04
19283,9769,1780,2024-02-10,5,254.25
2171,6765,1042,2024-02-28,5,416.3
16999,4410,906,2024-05-23,10,676.2
11820,8612,505,2024-01-04,9,103.05
255,853,290,2024-03-31,3,205.14
4813,7638,907,2024-03-26,6,384.06
7392,5315,1640,2024-04-14,3,46.77
16930,8582,1661,2024-05-05,4,192.4
18914,5895,674,2024-01-23,8,250.72
484,7640,1727,2024-04-06,5,260.15
18864,2437,1992,2024-04-14,7,463.4
5907,5098,1702,2024-03-23,8,643.2
10806,6752,848,2024-01-20,4,154.48
11579,1345,576,2024-03-08,5,202.15
16046,8637,1119,2024-02-29,2,86.28
2373,6658,986,2024-01-07,5,292.0
10241,7663,1010,2024-01-16,6,162.06
7607,1616,1396,2024-01-30,10,264.9
12617,3401,802,2024-06-12,3,298.92
7778,1517,1903,2024-04-19,2,56.78
19884,6596,578,2024-01-01,3,70.32
4089,8053,505,2024-03-19,5,57.25
1195,653,1521,2024-05-04,5,331.85
13817,4054,595,2024-02-05,4,69.52
7,8461,1609,2024-02-27,3,263.13
10359,7237,257,2024-03-30,6,535.2
18632,9470,268,2024-02-02,6,556.74
16037,637,627,2024-03-10,5,456.75
7572,8375,1067,2024-04-12,7,545.72
9165,832,1011,2024-04-10,7,255.15
5701,1213,406,2024-05-22,10,780.6
16801,3826,170,2024-02-22,6,98.82
18139,8996,486,2024-04-19,8,687.52
1768,1741,546,2024-01-20,10,226.1
14034,1701,1659,2024-03-23,2,175.68
18307,8688,568,2024-06-11,5,470.05
17672,4637,516,2024-02-29,9,768.33
15697,2408,1214,2024-04-02,6,565.26
16592,6560,738,2024-06-01,7,402.43
17528,8096,1010,2024-02-06,9,243.09
16202,5713,521,2024-03-13,3,107.82
4020,5188,1951,2024-01-17,7,363.51
14961,2450,1743,2024-02-24,2,59.02
16972,6898,1757,2024-01-27,10,753.7
16731,9700,282,2024-03-11,9,355.5
14498,2757,1205,2024-05-02,1,73.25
16665,1453,1652,2024-05-07,10,700.3
14010,5867,985,2024-03-07,1,31.53
10212,4721,433,2024-03-15,9,344.88
10213,9526,1103,2024-01-16,3,36.21
14862,6512,710,2024-03-08,2,59.12
19878,5319,1701,2024-01-13,6,371.46
4543,579,1036,2024-05-28,6,384.84
17352,6137,771,2024-04-13,10,482.3
837,2215,591,2024-02-02,2,197.28
3130,745,149,2024-03-09,9,597.78
11547,5530,1391,2024-03-22,1,83.14
15710,4590,842,2024-05-03,7,579.04
19864,5824,1282,2024-01-01,10,966.3
3472,8135,372,2024-01-19,9,424.71
10989,8875,542,2024-06-16,10,437.6
4963,4620,420,2024-05-11,8,478.88
13700,5417,1967,2024-01-27,1,32.64
19439,8300,1042,2024-04-10,2,166.52
6955,772,204,2024-03-08,4,323.56
6991,5669,1725,2024-03-24,6,571.44
13904,3227,230,2024-01-24,8,295.52
7659,5311,1535,2024-05-05,4,191.24
6171,4144,1801,2024-03-01,6,580.92
1025,5581,5,2024-02-21,4,119.84
8488,3089,1482,2024-05-30,10,827.0
11035,178,1609,2024-03-28,2,175.42
6461,5340,912,2024-03-15,2,188.38
16399,4618,593,2024-05-23,1,88.71
18695,5110,82,2024-02-17,2,176.5
10577,1465,1085,2024-02-23,3,234.99
10045,4177,245,2024-04-20,6,163.38
7419,6027,673,2024-03-03,1,94.14
13960,3482,273,2024-03-12,6,401.82
16867,9403,1732,2024-04-24,3,118.29
487,4672,1282,2024-04-05,6,579.78
16020,9213,386,2024-01-19,3,145.02
16350,1549,126,2024-01-21,10,232.4
6095,5812,1590,2024-04-19,2,185.12
16375,383,1490,2024-03-04,5,350.3
10229,8455,1666,2024-05-22,10,722.9
21,853,563,2024-05-04,6,286.74
16118,1723,1803,2024-03-09,8,590.72
8907,2953,155,2024-05-27,9,218.52
4989,8608,1548,2024-04-15,8,319.76
14928,2817,522,2024-03-08,3,151.59
12174,3377,566,2024-03-14,7,414.19
5163,685,742,2024-01-17,7,586.04
12638,9804,1355,2024-06-20,10,747.4
3417,3753,1503,2024-02-06,5,105.8
15195,2876,1556,2024-05-31,7,558.32
15103,8315,597,2024-03-22,8,494.56
2395,9353,458,2024-04-02,2,134.18
11122,1867,596,2024-04-06,7,564.2
17809,7769,993,2024-04-01,7,171.99
14226,8587,125,2024-02-11,3,124.65
5393,2113,935,2024-06-03,7,688.8
12375,9650,1668,2024-05-23,9,528.21
14822,4490,1556,2024-02-04,4,319.04
1315,4274,1447,2024-06-16,2,102.86
1778,2682,997,2024-05-26,10,404.1
18582,4154,1766,2024-03-04,3,251.67
19820,3212,1163,2024-04-04,9,692.73
5218,8652,44,2024-02-06,3,182.16
19630,4820,501,2024-04-11,7,304.64
2076,3868,1552,2024-04-20,2,32.94
13072,5546,484,2024-04-21,5,153.45
10337,2567,282,2024-05-08,10,395.0
9857,690,536,2024-03-03,9,419.04
17669,7137,1041,2024-05-30,3,72.12
19046,9,616,2024-04-22,5,350.35
16365,7789,743,2024-03-11,1,64.25
18832,6397,232,2024-02-21,2,180.46
475,8977,230,2024-01-09,3,110.82
16475,3477,1649,2024-06-05,2,157.42
14582,6391,1443,2024-03-03,7,590.52
3432,1767,1312,2024-04-27,5,492.25
4487,1944,1197,2024-02-04,10,704.9
18088,4174,1211,2024-01-08,7,83.23
12260,3590,664,2024-01-31,7,114.87
2255,8650,695,2024-01-15,1,87.32
14350,918,362,2024-02-23,1,91.87
13957,4263,13,2024-03-03,4,121.36
15910,3481,157,2024-04-14,4,142.4
11480,7867,1039,2024-05-22,6,400.92
334,2540,247,2024-05-10,4,363.96
8813,9261,497,2024-02-12,5,54.95
4132,8395,297,2024-04-02,2,68.44
10272,9234,2000,2024-04-26,8,212.24
16436,8519,1139,2024-03-21,9,703.62
16946,2013,1985,2024-05-05,9,153.0
736,6750,1021,2024-03-30,10,924.4
15455,9535,1832,2024-05-22,6,349.44
511,8140,1746,2024-03-12,8,235.28
14799,2370,914,2024-04-26,9,597.87
13474,1565,686,2024-06-21,7,584.64
13171,8403,1482,2024-03-16,2,165.4
16092,3772,1268,2024-03-04,7,513.52
10578,9007,668,2024-06-20,3,125.22
19798,4026,940,2024-03-03,4,244.04
14947,3192,1384,2024-03-19,7,470.47
14135,619,1766,2024-02-09,3,251.67
2173,8809,304,2024-02-19,5,331.05
14157,7245,1699,2024-01-18,8,97.36
6176,7277,70,2024-05-23,4,183.52
7013,7364,965,2024-05-16,8,666.88
4707,3301,85,2024-04-18,2,149.52
948,3053,539,2024-02-11,9,191.97
7413,1615,1424,2024-05-05,6,559.38
3630,9977,1425,2024-01-05,7,469.07
19889,853,123,2024-01-10,6,548.76
19773,8831,1017,2024-02-06,7,666.4
9800,5645,1917,2024-03-27,8,292.48
18998,8401,996,2024-01-06,6,238.44
11449,9213,1163,2024-04-23,2,153.94
11943,7684,914,2024-01-11,3,199.29
5534,4052,747,2024-01-22,9,404.91
1668,2806,50,2024-05-20,3,295.92
13183,1742,1972,2024-01-15,5,238.75
18796,7530,993,2024-03-13,9,221.13
19513,180,1685,2024-04-24,10,918.3
10064,364,1048,2024-02-29,4,175.44
6792,4577,1293,2024-02-29,7,117.88
19870,752,1095,2024-03-02,2,157.06
6735,3436,248,2024-03-24,6,84.78
740,9722,502,2024-04-18,1,13.52
16968,7137,1256,2024-05-01,5,318.2
3359,8080,1624,2024-02-13,8,743.6
17282,5415,906,2024-02-05,3,202.86
16829,8368,505,2024-03-01,4,45.8
16067,1077,1489,2024-04-27,10,301.5
15993,9237,461,2024-02-26,8,647.76
13748,8146,1495,2024-01-01,6,395.7
8484,1432,1613,2024-06-07,3,65.34
10804,5822,1022,2024-06-03,4,342.4
14926,4308,1559,2024-03-12,2,83.06
18606,4912,958,2024-01-15,5,458.55
13039,1309,82,2024-01-08,8,706.0
17362,1956,1624,2024-03-26,4,371.8
13212,5469,1551,2024-05-16,5,130.8
19724,100,1396,2024-06-19,3,79.47
7761,6138,1477,2024-02-27,2,156.06
11834,1042,723,2024-02-28,10,484.5
14565,2038,833,2024-04-08,10,980.4
11099,4002,35,2024-03-06,9,548.64
217,2559,1779,2024-01-19,3,40.89
553,2542,1266,2024-04-04,6,239.28
1089,82,633,2024-04-02,8,403.6
19060,2923,1627,2024-01-31,4,317.96
2523,1042,1760,2024-05-08,8,366.16
1458,6282,1546,2024-06-23,7,204.26
16839,843,1167,2024-05-16,6,239.1
15521,6197,887,2024-02-17,3,285.63
15657,8221,288,2024-02-16,3,223.02
785,3072,410,2024-02-16,8,534.72
19181,6681,617,2024-03-26,3,207.27
12952,5014,970,2024-05-14,1,61.75
14175,8822,517,2024-05-11,3,115.77
13879,4424,1218,2024-02-13,8,298.64
9624,4932,1280,2024-03-12,6,497.7
11031,2803,1312,2024-06-05,6,590.7
1083,5049,1555,2024-05-18,6,459.3
13097,3463,663,2024-05-11,9,411.84
12778,6596,1343,2024-02-15,2,23.48
14542,2307,1930,2024-05-14,8,599.2
7901,4558,1446,2024-05-15,7,423.85
2529,7946,561,2024-02-20,8,278.8
5465,7815,601,2024-02-18,3,94.23
2722,4165,165,2024-06-15,7,523.04
6995,553,555,2024-03-06,2,185.68
8351,4415,727,2024-05-25,9,601.29
6844,7460,1256,2024-03-01,2,127.28
12704,853,1459,2024-06-14,5,482.5
10412,2836,275,2024-03-31,1,33.91
4808,8042,1276,2024-01-04,7,501.41
6224,4984,1919,2024-03-25,2,49.8
1421,2945,848,2024-01-07,9,347.58
4232,3124,633,2024-05-02,4,201.8
12164,3917,1974,2024-05-30,9,759.78
16553,2634,1206,2024-05-20,5,332.95
8420,6299,482,2024-06-10,2,139.74
16290,1636,826,2024-06-06,6,111.24
15892,6011,1558,2024-02-12,5,94.45
7193,6278,1374,2024-04-17,3,37.62
2995,3274,590,2024-06-21,3,275.58
1752,736,1873,2024-01-24,7,91.98
8788,758,667,2024-04-28,2,90.7
14088,3103,814,2024-03-28,4,138.6
16644,1863,1735,2024-02-19,9,774.09
6111,4307,1869,2024-02-01,4,76.88
17851,6248,1667,2024-05-30,6,414.72
16434,8796,1928,2024-02-18,5,181.85
6425,4361,1470,2024-05-08,6,259.44
7321,4195,738,2024-01-18,7,402.43
7775,7960,1551,2024-01-24,7,183.12
9885,9192,232,2024-02-17,4,360.92
13661,4644,1188,2024-05-28,1,71.97
15330,9378,459,2024-01-30,7,345.24
1934,2089,1249,2024-01-19,2,56.76
4355,338,1795,2024-06-17,6,265.62
154,296,1653,2024-05-25,5,133.7
14319,8891,1879,2024-01-09,4,146.16
18327,7327,1804,2024-02-05,2,184.06
17499,8300,1954,2024-05-31,10,376.8
325,6666,1795,2024-06-02,2,88.54
7548,3298,419,2024-02-18,2,98.44
15428,6105,482,2024-04-11,10,698.7
4040,4430,1293,2024-05-07,6,101.04
11963,9678,1460,2024-04-01,2,30.02
3593,1152,426,2024-06-12,8,334.32
6708,3335,1790,2024-05-15,4,116.8
14539,4580,493,2024-04-19,10,896.2
17608,7908,121,2024-04-12,3,296.7
15386,5558,214,2024-05-30,8,407.04
7634,5796,670,2024-02-16,4,391.2
10733,2040,1724,2024-02-12,6,593.28
7398,2581,669,2024-05-12,4,78.48
4664,1241,616,2024-05-15,10,700.7
4917,6179,987,2024-06-12,2,164.92
18340,5553,103,2024-04-25,9,707.76
11749,83,1904,2024-03-17,10,898.9
4925,4198,217,2024-03-16,3,276.9
17932,7411,1653,2024-02-07,4,106.96
2788,325,17,2024-06-07,10,398.8
4501,4431,837,2024-06-19,7,652.05
8983,6362,1662,2024-03-06,5,171.8
6540,5679,1890,2024-04-22,10,223.9
12678,2707,601,2024-06-23,9,282.69
1270,9375,352,2024-06-12,1,47.13
6969,2434,1951,2024-06-07,3,155.79
7069,1700,676,2024-01-14,7,697.2
6583,9959,149,2024-02-10,6,398.52
9894,8166,1531,2024-04-06,5,161.7
3142,785,272,2024-02-19,9,729.27
13692,1047,1972,2024-03-11,3,143.25
15649,4057,1036,2024-03-29,1,64.14
10853,6249,742,2024-02-05,6,502.32
5219,1632,771,2024-03-27,6,289.38
4987,8884,1870,2024-06-24,2,191.74
13759,4195,1038,2024-03-29,7,335.09
1423,3306,1205,2024-02-26,8,586.0
930,4052,311,2024-01-29,9,606.06
3345,2189,6,2024-04-11,8,173.92
3311,3563,947,2024-02-02,10,451.1
6679,6785,1251,2024-05-13,4,253.36
19796,8780,521,2024-03-10,10,359.4
1226,4200,1336,2024-01-31,5,291.25
3951,7097,1613,2024-04-18,3,65.34
10416,29,516,2024-04-16,6,512.22
9290,368,1540,2024-01-04,2,136.82
1115,8605,357,2024-02-22,9,101.34
13772,7889,779,2024-03-11,3,289.92
1468,6324,1067,2024-04-16,2,155.92
19239,9694,236,2024-01-30,4,88.12
4897,310,1263,2024-01-05,5,414.45
6567,2312,1162,2024-04-24,4,204.4
4724,6689,1674,2024-02-05,4,100.64
3959,6182,738,2024-05-04,1,57.49
17317,394,1634,2024-04-23,5,104.2
12709,611,559,2024-06-05,4,72.36
1800,8379,928,2024-03-08,6,140.28
1564,1946,210,2024-01-29,5,317.25
19613,842,1034,2024-01-28,1,39.33
11513,8929,1107,2024-05-11,3,273.0
7371,894,455,2024-05-01,4,137.08
2694,9267,304,2024-03-11,7,463.47
11077,1756,1597,2024-03-18,6,406.92
900,1613,722,2024-05-18,6,582.48
6830,2488,1930,2024-03-23,10,749.0
17491,2523,1102,2024-03-07,3,149.28
1221,5171,1811,2024-04-18,6,184.44
13319,2243,1662,2024-05-15,9,309.24
1324,4805,1023,2024-03-01,6,504.48
13821,6337,1941,2024-05-06,5,61.95
7397,3830,1945,2024-04-22,2,144.58
13273,6087,1866,2024-03-25,2,74.52
16100,4696,1665,2024-01-28,5,168.75
4786,1730,959,2024-04-28,1,95.02
11735,2267,1965,2024-06-09,9,589.32
13913,4237,116,2024-04-22,1,78.72
606,6697,546,2024-05-20,3,67.83
976,1345,1328,2024-03-16,9,512.82
881,9230,1833,2024-06-11,4,189.72
14117,7030,1079,2024-04-10,4,47.92
406,1088,175,2024-02-12,2,185.98
7549,230,1895,2024-04-07,4,165.72
16285,9523,1107,2024-05-28,9,819.0
16162,8519,608,2024-03-20,9,176.85
4746,9241,1489,2024-04-20,5,150.75
13120,6835,69,2024-04-24,4,283.44
928,3279,1879,2024-04-06,6,219.24
3355,9381,1352,2024-02-09,4,166.64
19617,358,883,2024-03-01,4,114.44
18995,5361,1441,2024-05-05,4,316.64
13799,4412,1649,2024-06-06,5,393.55
6040,8153,1790,2024-04-02,8,233.6
18736,9882,451,2024-02-05,10,518.8
12756,7980,103,2024-05-28,10,786.4
1486,2026,768,2024-04-13,9,278.46
7738,3987,1933,2024-02-13,4,318.12
16477,1571,230,2024-02-15,6,221.64
8211,6050,207,2024-01-13,8,476.8
15294,3007,1048,2024-05-27,1,43.86
10006,8453,2,2024-03-25,1,19.11
12263,369,1282,2024-05-29,3,289.89
14080,3231,1801,2024-05-15,9,871.38
15486,9466,848,2024-05-09,6,231.72
2245,2982,452,2024-04-30,2,74.44
7690,426,1086,2024-01-29,4,58.44
19384,2564,379,2024-05-15,6,481.44
5753,2356,386,2024-04-17,7,338.38
16424,9841,1435,2024-04-26,9,441.36
16738,4753,7,2024-05-23,6,63.9
14004,9357,290,2024-01-30,5,341.9
12610,5561,1590,2024-03-24,3,277.68
11406,2576,615,2024-04-09,4,165.44
17684,2596,868,2024-05-01,2,130.14
16873,8460,1118,2024-04-17,7,354.48
13795,2280,1583,2024-04-11,9,179.01
17891,6182,1279,2024-04-27,6,335.46
6683,2398,1892,2024-06-10,1,56.74
551,7948,1521,2024-02-16,6,398.22
15690,8947,1550,2024-04-19,7,396.9
3450,2977,833,2024-05-23,10,980.4
17463,201,647,2024-06-23,1,68.44
926,4024,1145,2024-03-28,9,117.9
18634,1123,1195,2024-03-22,10,128.1
9934,4764,161,2024-05-31,10,385.0
4225,4088,1767,2024-02-13,2,28.86
19668,5405,1590,2024-01-05,9,833.04
3802,2775,1268,2024-02-15,10,733.6
15883,4761,226,2024-01-07,10,718.8
18245,1437,1458,2024-03-14,2,125.96
10761,3932,1847,2024-05-10,5,50.85
12766,9003,458,2024-04-09,4,268.36
6266,8344,1447,2024-01-19,9,462.87
11898,859,263,2024-01-22,2,43.56
10763,1456,1699,2024-01-11,5,60.85
4036,6561,717,2024-01-02,3,220.29
4452,2673,1556,2024-05-21,4,319.04
4942,411,1319,2024-02-08,2,190.08
11214,5503,541,2024-06-12,9,541.98
4482,5107,1046,2024-05-13,8,435.92
14336,9434,865,2024-03-14,1,81.57
15824,7581,1190,2024-03-24,2,89.1
11546,3339,1813,2024-04-23,7,632.87
6220,8352,1811,2024-05-04,2,61.48
10466,2840,1309,2024-04-09,3,133.08
17250,7862,596,2024-03-30,1,80.6
8889,979,727,2024-01-08,8,534.48
7696,8473,675,2024-05-07,9,152.28
7295,622,1856,2024-03-26,10,459.4
3684,7322,344,2024-01-16,3,78.36
9147,5336,970,2024-03-18,4,247.0
19536,7237,1702,2024-01-24,3,241.2
17578,7078,596,2024-06-16,4,322.4
7232,4324,116,2024-05-07,7,551.04
2864,9843,1965,2024-01-06,2,130.96
14386,8427,1431,2024-05-08,5,145.85
15164,6309,1774,2024-03-16,9,393.66
4648,5026,545,2024-01-04,8,657.52
12183,1131,667,2024-01-05,9,408.15
3342,1176,1518,2024-03-23,1,84.42
13763,7313,1866,2024-03-23,7,260.82
19144,9575,809,2024-02-03,10,912.5
31,8446,795,2024-04-03,2,183.16
5290,1207,1998,2024-03-14,3,79.47
15354,1889,768,2024-02-17,5,154.7
10230,5585,473,2024-01-31,3,36.09
8060,1432,1668,2024-05-28,4,234.76
1000,4118,742,2024-02-07,3,251.16
8445,1334,720,2024-01-11,3,169.26
9000,5055,1355,2024-02-05,10,747.4
13573,7946,92,2024-04-11,6,580.62
4670,4002,1649,2024-02-07,10,787.1
19418,4568,1946,2024-01-11,6,69.36
7033,8459,1946,2024-04-02,8,92.48
14532,8561,814,2024-03-02,2,69.3
13831,349,76,2024-01-09,2,178.36
11230,4054,1396,2024-02-20,8,211.92
5792,5244,497,2024-02-28,5,54.95
14009,9875,1253,2024-01-15,5,167.1
11909,8667,647,2024-06-16,10,684.4
855,3765,1701,2024-03-24,3,185.73
18694,5909,1535,2024-03-26,6,286.86
14618,3664,332,2024-04-30,9,665.37
3735,6632,154,2024-02-01,10,497.0
12520,4244,986,2024-01-13,5,292.0
10907,8115,1781,2024-02-27,1,61.02
7285,7944,1023,2024-02-03,3,252.24
9282,4308,601,2024-02-01,6,188.46
6431,8046,1143,2024-02-12,5,212.95
10895,2241,946,2024-02-05,8,187.04
8477,3672,73,2024-04-22,2,89.54
4477,5430,738,2024-04-10,9,517.41
8156,3170,125,2024-05-04,5,207.75
19148,1792,1736,2024-05-17,2,129.92
16455,6981,210,2024-06-12,5,317.25
271,8645,14,2024-04-11,2,130.54
9465,1339,1802,2024-02-04,5,213.15
12655,1902,1342,2024-05-10,5,61.6
13654,4330,1882,2024-01-23,4,345.72
3247,5048,1249,2024-02-16,5,141.9
9917,1147,280,2024-03-06,7,411.18
19551,2665,1677,2024-02-27,4,152.44
12548,3300,1085,2024-03-29,6,469.98
9467,1045,707,2024-02-12,2,21.42
19882,7980,752,2024-06-01,7,170.59
8200,1920,1225,2024-04-21,2,120.0
15392,7303,1497,2024-01-12,1,83.47
575,3270,1456,2024-02-22,7,134.12
12182,3357,1847,2024-06-05,2,20.34
8266,8440,1548,2024-04-14,7,279.79
3126,3600,248,2024-02-19,9,127.17
5425,2269,325,2024-03-30,3,67.17
7660,2295,1064,2024-01-21,7,292.11
8746,3894,428,2024-02-25,10,601.1
8768,6431,1382,2024-01-19,10,423.6
19787,9288,578,2024-01-16,6,140.64
12444,8984,105,2024-01-14,7,386.89
11628,749,549,2024-03-01,4,276.2
8516,8777,245,2024-01-14,3,81.69
8154,1049,1904,2024-01-19,7,629.23
18444,7998,1223,2024-02-02,6,248.46
14338,5504,1379,2024-06-02,9,498.24
14449,8577,594,2024-01-04,1,42.9
9145,9745,76,2024-03-16,3,267.54
1721,244,1102,2024-04-28,6,298.56
562,9794,845,2024-05-15,5,199.9
6396,7596,1412,2024-02-18,5,309.7
11117,2275,1839,2024-05-30,6,345.24
8766,7498,146,2024-06-03,6,381.18
5883,5034,852,2024-05-15,5,145.15
6733,7877,1459,2024-01-21,10,965.0
4322,2331,2000,2024-01-29,2,53.06
8499,4693,1544,2024-03-25,1,73.48
5983,2488,960,2024-02-10,9,481.59
10634,1761,568,2024-06-06,10,940.1
8569,3227,1784,2024-03-03,10,924.6
10313,4180,1199,2024-05-20,3,221.91
3096,9088,1471,2024-02-06,2,72.56
17334,6899,273,2024-02-19,6,401.82
17193,6951,626,2024-01-12,6,133.68
8725,9024,1295,2024-01-29,7,443.38
13288,6137,999,2024-02-12,7,533.89
4647,5830,813,2024-06-24,6,139.68
13323,3685,761,2024-05-12,4,237.28
16914,4207,484,2024-06-21,8,245.52
7966,3485,1847,2024-05-27,2,20.34
5460,7014,1999,2024-06-13,10,513.5
11971,8403,972,2024-05-02,2,197.8
13148,2586,645,2024-01-11,5,393.5
9611,4475,1685,2024-01-29,1,91.83
9213,1751,305,2024-06-16,1,79.98
11560,6047,561,2024-02-29,3,104.55
18336,441,1953,2024-04-29,7,456.75
8648,5015,1903,2024-01-24,5,141.95
12870,8535,1626,2024-01-15,5,496.25
13663,7057,833,2024-05-30,3,294.12
12722,531,1460,2024-06-14,2,30.02
1505,5713,1893,2024-03-22,4,141.48
9219,7364,1887,2024-06-21,2,193.9
9649,2349,36,2024-03-05,3,49.05
9452,4555,1732,2024-04-10,1,39.43
10694,8567,809,2024-01-10,9,821.25
1215,8830,1559,2024-02-12,10,415.3
19918,6307,616,2024-06-20,9,630.63
16284,7964,1482,2024-04-27,4,330.8
6008,1741,1132,2024-05-17,6,314.76
6129,2083,207,2024-01-11,2,119.2
12908,2697,259,2024-05-31,9,679.41
5704,4142,1968,2024-05-11,6,436.38
10597,406,1132,2024-02-04,8,419.68
15295,6470,1888,2024-01-09,9,222.39
13715,9372,1736,2024-05-16,8,519.68
578,8668,566,2024-01-18,2,118.34
6729,2654,1122,2024-02-08,8,784.16
18779,8021,894,2024-02-16,5,107.45
13452,8695,318,2024-01-12,3,276.96
11578,5009,423,2024-06-02,3,202.65
9266,1830,1974,2024-02-04,10,844.2
2092,4839,1500,2024-04-17,6,357.0
7506,4977,924,2024-02-25,9,230.85
13978,9729,983,2024-02-20,1,97.65
4189,7037,1321,2024-05-21,2,129.1
15375,7968,426,2024-01-30,8,334.32
5161,4805,1422,2024-05-31,7,349.16
15927,302,141,2024-06-09,7,454.02
18608,271,1002,2024-03-19,10,244.0
17569,1875,1011,2024-01-05,2,72.9
5825,7169,1832,2024-03-01,8,465.92
2334,3136,1550,2024-03-12,5,283.5
7515,7918,1548,2024-06-14,9,359.73
16844,9045,753,2024-04-26,7,196.07
11530,8292,1915,2024-05-28,1,29.3
16000,7107,428,2024-05-19,1,60.11
5213,2158,742,2024-04-10,2,167.44
5246,9656,1319,2024-03-25,9,855.36
16287,9646,1868,2024-03-31,8,495.36
9043,2044,410,2024-05-07,4,267.36
13347,7864,76,2024-01-23,8,713.44
19482,9864,554,2024-05-02,4,49.96
8631,9059,1218,2024-03-10,3,111.99
9278,5706,1284,2024-06-11,10,781.1
2309,6346,1503,2024-03-17,1,21.16
12131,5243,293,2024-01-02,9,529.2
5871,5390,83,2024-02-18,3,163.83
7064,244,1896,2024-06-16,1,47.98
19753,5284,431,2024-05-27,8,644.96
1594,4053,83,2024-06-17,1,54.61
10115,4845,1798,2024-01-24,3,103.92
7536,2541,254,2024-04-28,10,431.8
11715,3725,413,2024-02-14,8,678.72
1497,3187,126,2024-03-20,5,116.2
561,8747,531,2024-04-09,2,78.94
17009,4542,785,2024-05-19,9,120.06
15854,3861,1236,2024-05-26,7,350.49
16235,637,925,2024-04-03,3,255.21
13126,6145,1975,2024-02-10,1,58.62
14189,4185,290,2024-06-20,6,410.28
16266,5681,818,2024-06-02,1,24.58
12196,8990,1965,2024-03-26,8,523.84
2109,2571,1692,2024-01-24,3,113.91
11295,2213,1893,2024-05-06,1,35.37
16743,3837,1552,2024-05-24,6,98.82
18599,9908,14,2024-01-20,4,261.08
11824,9539,1405,2024-05-20,1,30.79
12460,7105,1134,2024-01-27,7,123.13
2444,9302,1743,2024-06-23,7,206.57
5998,4836,1599,2024-04-17,2,195.2
16369,1827,566,2024-02-26,10,591.7
16774,5403,1818,2024-03-18,7,416.08
7870,8122,202,2024-06-22,5,284.15
12305,7314,1135,2024-06-15,9,492.48
9785,9923,960,2024-04-15,1,53.51
11411,1820,201,2024-04-13,7,639.8
2984,2476,175,2024-01-12,1,92.99
82,2890,165,2024-02-28,9,672.48
5735,5186,1739,2024-02-09,8,466.4
7471,5313,983,2024-02-29,6,585.9
17808,5480,1621,2024-06-23,10,977.8
5440,2103,360,2024-03-26,1,38.92
11323,1501,842,2024-03-16,8,661.76
8190,5982,1898,2024-01-10,10,433.3
19044,2301,270,2024-04-06,4,303.0
18792,5280,1852,2024-01-17,1,15.84
16377,656,20,2024-04-20,7,436.1
2708,9959,356,2024-02-23,2,143.62
10777,8215,1279,2024-04-01,1,55.91
617,6036,103,2024-02-21,1,78.64
10182,7797,1640,2024-02-08,6,93.54
943,9985,1666,2024-05-11,8,578.32
15586,6537,604,2024-01-08,1,41.87
16550,5811,549,2024-02-08,10,690.5
12115,2415,546,2024-06-08,7,158.27
18384,872,1309,2024-03-02,6,266.16
2268,9535,53,2024-02-08,10,894.7
11396,5009,20,2024-05-25,5,311.5
18448,8216,1416,2024-03-19,6,123.9
4181,7379,531,2024-02-26,10,394.7
17591,5371,590,2024-02-04,3,275.58
14886,2539,518,2024-02-21,8,685.28
958,640,615,2024-04-25,4,165.44
17514,7850,522,2024-06-17,3,151.59
8513,3632,383,2024-01-14,4,349.76
7121,5132,904,2024-03-03,3,246.18
4810,8519,1236,2024-06-03,3,150.21
6038,1130,882,2024-04-09,4,297.52
6348,6491,964,2024-05-07,7,514.71
15187,8976,428,2024-01-30,1,60.11
117,237,1903,2024-03-31,3,85.17
19346,3270,1954,2024-04-09,6,226.08
4213,2530,929,2024-03-26,10,236.1
285,1478,1188,2024-02-06,7,503.79
18151,1820,1798,2024-02-09,4,138.56
7184,1745,513,2024-01-18,7,488.95
18237,5348,863,2024-05-23,7,111.02
1974,5280,929,2024-03-31,5,118.05
2380,8413,1973,2024-05-21,6,374.4
7857,3976,1495,2024-03-13,6,395.7
8082,2596,1365,2024-06-08,5,93.6
19838,6883,1985,2024-05-21,1,17.0
13027,1318,657,2024-03-30,6,362.76
17942,7251,301,2024-02-16,6,333.06
18317,3089,1100,2024-01-19,7,108.43
